,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Total_Stops,Additional_Info,Price,Duration_IN_Hours,Duration_IN_Min,price_per_min
8134,Jet Airways,27/04/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,non-stop,In-flight meal not included,4544,3,5,2.44278169014085
8135,Air India,21/05/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,09:45,09:25 22 May,2 stops,No info,10975,23,0,7.54441913439636
8136,IndiGo,3/05/2019,Chennai,Kolkata,MAA ? CCU,14:45,17:05,non-stop,No info,3858,2,0,1.86625194401244
8137,Jet Airways,6/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 07 May,2 stops,No info,15129,22,5,5.25480864564743
8138,Air India,15/06/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,09:45,09:25 16 Jun,2 stops,No info,10975,23,0,7.54441913439636
8139,Air Asia,9/05/2019,Delhi,Cochin,DEL ? BLR ? COK,16:45,22:25,1 stop,No info,6752,5,0,2.66587677725118
8140,Air Asia,18/06/2019,Kolkata,Banglore,CCU ? BLR,09:45,12:15,non-stop,No info,3807,2,0,1.89125295508274
8141,Air India,6/03/2019,Delhi,Cochin,DEL ? MAA ? COK,12:30,09:25 07 Mar,1 stop,No info,13832,20,5,5.22700983227299
8142,Jet Airways,6/04/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,non-stop,In-flight meal not included,4544,3,5,2.44278169014085
8143,Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,08:15 07 Jun,1 stop,No info,14571,13,0,3.2118591723286
8144,Vistara,24/06/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,non-stop,No info,11982,2,0,0.600901352028042
8145,Jet Airways,1/05/2019,Mumbai,Hyderabad,BOM ? HYD,07:05,08:30,non-stop,No info,8040,1,5,0.485074626865672
8146,Vistara,18/03/2019,Banglore,New Delhi,BLR ? DEL,16:00,18:35,non-stop,No info,11913,2,5,0.629564341475699
8147,Air Asia,24/05/2019,Kolkata,Banglore,CCU ? BBI ? BLR,06:50,10:30,1 stop,No info,5162,3,0,2.09221232080589
8148,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,12:35 16 Jun,2 stops,No info,13014,26,5,7.21530659289995
8149,Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,04:40 19 May,1 stop,In-flight meal not included,8586,7,0,2.93501048218029
8150,Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:00,1 stop,No info,10197,11,0,3.88349514563107
8151,Vistara,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,20:20 02 May,1 stop,No info,8610,27,0,11.2891986062718
8152,Air Asia,1/06/2019,Banglore,Delhi,BLR ? DEL,23:55,02:45 02 Jun,non-stop,No info,7120,2,0,1.01123595505618
8153,Air India,9/05/2019,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,05:15,19:15 10 May,3 stops,No info,10703,38,0,12.7814631411754
8154,Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,04:25 02 Jun,1 stop,In-flight meal not included,10262,19,5,6.69460144221399
8155,Jet Airways,27/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,05:30,19:00,2 stops,In-flight meal not included,11507,13,0,4.06708959763622
8156,IndiGo,6/06/2019,Banglore,Delhi,BLR ? DEL,21:15,00:15 07 Jun,non-stop,No info,3943,3,0,2.73903119452194
8157,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,09:35,12:35 16 Jun,2 stops,No info,13292,27,0,7.31266927475173
8158,IndiGo,21/03/2019,Banglore,New Delhi,BLR ? IDR ? DEL,13:40,18:35,1 stop,No info,7166,4,5,2.0513536142897
8159,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,19:00,1 stop,In-flight meal not included,10262,6,0,2.10485285519392
8160,Air Asia,12/06/2019,Delhi,Cochin,DEL ? BLR ? COK,20:45,07:10 13 Jun,1 stop,No info,6152,10,5,5.90052015604681
8161,Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,22:05,1 stop,In-flight meal not included,10703,12,0,4.03625151826591
8162,Jet Airways,21/05/2019,Banglore,Delhi,BLR ? DEL,07:10,10:10,non-stop,In-flight meal not included,4030,3,0,2.67990074441687
8163,Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,01:35 07 Mar,1 stop,No info,17057,8,5,1.70604443923316
8164,IndiGo,18/06/2019,Chennai,Kolkata,MAA ? CCU,07:55,10:15,non-stop,No info,3850,2,0,1.87012987012987
8165,Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,09:20 07 May,1 stop,No info,14388,13,0,3.25271059216013
8166,IndiGo,3/04/2019,Delhi,Cochin,DEL ? MAA ? COK,02:00,07:25,1 stop,No info,4744,5,5,3.8575042158516
8167,Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,12:35 02 Jun,1 stop,In-flight meal not included,10262,19,5,6.69460144221399
8168,Air India,03/03/2019,Banglore,New Delhi,BLR ? DEL,21:10,23:55,non-stop,No info,7591,2,5,0.988012119615334
8169,Air Asia,27/05/2019,Delhi,Cochin,DEL ? BLR ? COK,07:55,22:25,1 stop,No info,6152,14,0,8.1924577373212
8170,Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:55,09:00 07 Mar,1 stop,No info,15025,24,5,5.77038269550749
8171,IndiGo,3/03/2019,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,non-stop,No info,6795,1,0,0.529801324503311
8172,Air India,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:30,20:25 25 May,1 stop,No info,10623,26,5,8.83931092911607
8173,IndiGo,24/05/2019,Chennai,Kolkata,MAA ? CCU,07:55,10:15,non-stop,No info,3850,2,0,1.87012987012987
8174,Jet Airways,21/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,18:50 22 Mar,2 stops,In-flight meal not included,6643,23,0,12.4642480806864
8175,Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,22:35,1 stop,In-flight meal not included,10844,8,0,2.65584655108816
8176,Air India,27/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,19:15 28 May,2 stops,No info,10441,23,0,7.93027487788526
8177,Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,01:30 28 Jun,1 stop,No info,13377,8,0,2.1529490917246
8178,Air India,18/05/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,12:55,19:15 19 May,2 stops,No info,13696,30,0,7.88551401869159
8179,IndiGo,3/06/2019,Banglore,Delhi,BLR ? DEL,00:25,03:15,non-stop,No info,3943,2,0,1.82602079634796
8180,Air India,24/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,19:15 25 Jun,2 stops,No info,9443,23,0,8.76839987292174
8181,Jet Airways,1/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 02 Jun,2 stops,No info,13014,22,5,6.10880590133702
8182,Air India,24/03/2019,Banglore,New Delhi,BLR ? HYD ? VGA ? DEL,17:00,22:55 19 Mar,2 stops,No info,8114,29,5,12.90362336702
8183,SpiceJet,24/06/2019,Delhi,Cochin,DEL ? MAA ? COK,06:05,11:20,1 stop,No info,5583,5,5,3.27780763030629
8184,Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,16:55,08:15 13 Mar,1 stop,No info,13817,15,0,3.90822899326916
8185,Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,19:15,1 stop,No info,6953,6,5,3.14971954551992
8186,Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,10:20,21:00,1 stop,No info,6637,10,0,5.42413741148109
8187,IndiGo,3/04/2019,Kolkata,Banglore,CCU ? BLR,09:35,12:20,non-stop,No info,4174,2,5,1.79683756588404
8188,Air India,21/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,09:45,09:25 22 Mar,2 stops,No info,8140,23,0,10.1719901719902
8189,Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,07:00,23:00,1 stop,No info,13817,16,0,4.16877759282044
8190,Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,1 stop,In-flight meal not included,10262,10,0,3.50808809198987
8191,IndiGo,18/05/2019,Delhi,Cochin,DEL ? BLR ? COK,15:10,20:00,1 stop,No info,6496,4,0,2.21674876847291
8192,IndiGo,15/06/2019,Delhi,Cochin,DEL ? PNQ ? COK,23:30,04:35 16 Jun,1 stop,No info,10112,5,5,1.80973101265823
8193,Air India,27/05/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:15,09:25 28 May,2 stops,No info,10467,20,0,6.87876182287188
8194,IndiGo,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,01:30 02 Jun,1 stop,No info,6206,14,5,8.16951337415405
8195,Air India,24/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,18:30 25 May,2 stops,No info,10151,30,0,10.6393458772535
8196,IndiGo,12/06/2019,Kolkata,Banglore,CCU ? BLR,15:15,17:45,non-stop,No info,4804,2,0,1.49875104079933
8197,GoAir,24/03/2019,Banglore,New Delhi,BLR ? DEL,07:45,10:40,non-stop,No info,5048,2,5,1.48573692551506
8198,Jet Airways,6/06/2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:20,non-stop,In-flight meal not included,4050,1,5,0.962962962962963
8199,SpiceJet,1/06/2019,Banglore,Delhi,BLR ? DEL,09:30,12:20,non-stop,No check-in baggage included,3919,2,0,1.83720336820618
8200,Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,08:15 10 Jun,1 stop,In-flight meal not included,11841,11,5,3.36964783379782
8201,IndiGo,24/04/2019,Delhi,Cochin,DEL ? BOM ? COK,20:25,01:30 25 Apr,1 stop,No info,5065,5,5,3.61303060217177
8202,Air India,9/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,18:30 10 May,2 stops,No info,9626,30,0,11.2196135466445
8203,IndiGo,27/06/2019,Banglore,Delhi,BLR ? DEL,22:10,01:00 28 Jun,non-stop,No info,3419,2,0,2.10587891196256
8204,Air India,9/06/2019,Kolkata,Banglore,CCU ? GAU ? IMF ? DEL ? BLR,09:50,23:15,3 stops,No info,14960,13,5,3.14839572192513
8205,IndiGo,9/06/2019,Banglore,Delhi,BLR ? DEL,21:15,00:15 10 Jun,non-stop,No info,3943,3,0,2.73903119452194
8206,Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:15,1 stop,No info,14323,10,5,2.53438525448579
8207,Air India,9/06/2019,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,16:50,13:45 10 Jun,2 stops,No info,11752,20,5,6.15214431586113
8208,Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:30,19:15,1 stop,No info,7677,10,5,4.7284095349746
8209,Multiple carriers,24/05/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,21:00,1 stop,No info,14067,8,0,2.04734484964811
8210,Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,09:20 02 May,1 stop,No info,14781,12,0,2.92267099654962
8211,Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,14:25 16 May,1 stop,No info,11467,21,5,6.61899363390599
8212,Jet Airways,21/05/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,20:00,04:25 22 May,2 stops,No info,16263,8,5,1.78933776056078
8213,Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,04:25 19 May,1 stop,In-flight meal not included,12373,9,0,2.61860502707508
8214,Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,21:00,1 stop,No info,7005,8,0,4.11134903640257
8215,IndiGo,18/05/2019,Delhi,Cochin,DEL ? BLR ? COK,05:10,10:05,1 stop,No info,7580,4,5,1.93931398416887
8216,Air India,18/05/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,19:15 19 May,2 stops,No info,10441,21,5,7.26941863806149
8217,Jet Airways,18/05/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,non-stop,No info,7229,3,0,1.49398257020335
8218,IndiGo,9/04/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,21:00,1 stop,No info,6093,14,0,8.27178729689808
8219,SpiceJet,15/06/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:30,non-stop,No info,3873,2,5,1.93648334624322
8220,Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,21:50,04:25 25 Jun,1 stop,In-flight meal not included,10262,6,5,2.13408692262717
8221,Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,23:35,1 stop,No info,13364,9,0,2.42442382520204
8222,Jet Airways,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,12:35,1 stop,In-flight meal not included,12373,10,0,2.90956114119454
8223,SpiceJet,12/05/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,00:15 13 May,non-stop,No check-in baggage included,1965,1,0,1.83206106870229
8224,Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,21:00,1 stop,No info,7005,8,0,4.11134903640257
8225,Air India,18/03/2019,Banglore,New Delhi,BLR ? DEL,10:00,12:45,non-stop,No info,4441,2,5,1.6888088268408
8226,Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,04:45,18:50,1 stop,No info,11098,14,5,4.56839070102721
8227,IndiGo,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:15,01:30 22 May,1 stop,No info,7318,16,5,7.91199781361028
8228,Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,04:25 22 Mar,1 stop,No info,12767,21,0,5.92151640949323
8229,SpiceJet,24/03/2019,Kolkata,Banglore,CCU ? IXB ? BLR,15:55,21:15,1 stop,No info,10654,5,0,1.68950628871785
8230,SpiceJet,9/06/2019,Delhi,Cochin,DEL ? MAA ? COK,15:45,22:05,1 stop,No info,6297,6,0,3.43020485945688
8231,Multiple carriers,3/03/2019,Delhi,Cochin,DEL ? HYD ? COK,09:45,16:10,1 stop,No info,11265,6,5,1.94407456724368
8232,Air India,6/03/2019,Mumbai,Hyderabad,BOM ? AMD ? ISK ? HYD,17:20,14:50,2 stops,No info,11972,2,0,0.601403274306716
8233,Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,21:00,1 stop,No info,13587,13,5,3.4665489070435
8234,IndiGo,3/06/2019,Kolkata,Banglore,CCU ? BLR,17:15,19:50,non-stop,No info,4804,2,5,1.56119900083264
8235,Air India,1/05/2019,Kolkata,Banglore,CCU ? BOM ? HBX ? BLR,09:25,18:20,2 stops,No info,8366,8,5,3.47836480994502
8236,Air India,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,07:55 19 May,1 stop,No info,8366,22,0,9.4668897920153
8237,Air India,18/05/2019,Kolkata,Banglore,CCU ? JAI ? BOM ? BLR,08:20,21:50,2 stops,No info,10697,13,0,4.37505842759652
8238,Jet Airways,21/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,19:00,2 stops,No info,15129,13,0,3.09339678762641
8239,IndiGo,18/05/2019,Chennai,Kolkata,MAA ? CCU,14:45,17:05,non-stop,No info,3858,2,0,1.86625194401244
8240,Jet Airways,6/04/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,non-stop,No info,7229,3,5,1.53548208604233
8241,IndiGo,27/04/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,21:00,1 stop,No info,6937,5,0,2.59478160588151
8242,Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,19:00,1 stop,No info,14714,5,0,1.22332472475194
8243,Jet Airways,15/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,05:45,16:10,1 stop,In-flight meal not included,9134,10,5,3.97416246989271
8244,Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,19:00,1 stop,In-flight meal not included,10577,11,5,3.77233620119126
8245,Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,10:05 07 May,1 stop,No info,14388,14,5,3.52376980817348
8246,Air India,12/06/2019,Delhi,Cochin,DEL ? BLR ? COK,13:30,08:15 13 Jun,1 stop,No info,8991,18,5,7.24057390724057
8247,Air India,27/05/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,12:55,19:15 28 May,2 stops,No info,12436,30,0,8.68446445802509
8248,Air India,12/03/2019,Banglore,New Delhi,BLR ? BOM ? BHO ? DEL,06:45,09:25 13 Mar,2 stops,No info,12515,26,0,7.47902516979625
8249,SpiceJet,15/06/2019,Delhi,Cochin,DEL ? MAA ? COK,15:45,22:05,1 stop,No info,5583,6,0,3.86888769478775
8250,Air India,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,23:00,07:40 10 Mar,1 stop,No info,10840,8,0,2.65682656826568
8251,Jet Airways,27/06/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,12:15,12:35 28 Jun,2 stops,No info,14300,24,0,6.04195804195804
8252,SpiceJet,18/04/2019,Banglore,Delhi,BLR ? DEL,21:10,00:05 19 Apr,non-stop,No check-in baggage included,5515,2,5,1.3599274705349
8253,Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,20:45,1 stop,In-flight meal not included,10844,6,0,1.99188491331612
8254,Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:55,09:15 25 Mar,1 stop,In-flight meal not included,11134,16,0,5.17334291359799
8255,Air India,24/04/2019,Banglore,Delhi,BLR ? DEL,10:00,12:45,non-stop,No info,6121,2,5,1.22528998529652
8256,Air India,21/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,07:55 22 May,2 stops,No info,10676,19,5,6.43499437991757
8257,Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,22:35,1 stop,No info,14781,6,5,1.48163182463974
8258,Jet Airways,6/04/2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,non-stop,In-flight meal not included,4544,3,0,2.37676056338028
8259,GoAir,6/04/2019,Banglore,Delhi,BLR ? DEL,07:45,10:40,non-stop,No info,4632,2,5,1.61917098445596
8260,Jet Airways,21/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,04:25 23 Mar,2 stops,No info,10929,33,5,10.8976118583585
8261,Air Asia,21/04/2019,Kolkata,Banglore,CCU ? BLR,10:20,12:55,non-stop,No info,4409,2,5,1.70106600136085
8262,SpiceJet,1/05/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:30,non-stop,No info,3873,2,5,1.93648334624322
8263,Jet Airways,27/05/2019,Banglore,Delhi,BLR ? DEL,07:10,10:10,non-stop,In-flight meal not included,4030,3,0,2.67990074441687
8264,Air Asia,9/05/2019,Kolkata,Banglore,CCU ? BLR,22:50,01:20 10 May,non-stop,No info,3807,2,0,1.89125295508274
8265,Air India,12/05/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,01:20 13 May,2 stops,No info,12140,15,0,4.44810543657331
8266,SpiceJet,6/03/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:30,non-stop,No info,4096,2,0,1.7578125
8267,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,18:20,12:35 16 Jun,2 stops,No info,14300,18,5,4.55244755244755
8268,Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,21:00,1 stop,In-flight meal not included,6007,9,0,5.39370734143499
8269,IndiGo,1/04/2019,Kolkata,Banglore,CCU ? BLR,14:25,16:55,non-stop,No info,4174,2,0,1.72496406324868
8270,SpiceJet,21/06/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,non-stop,No info,3597,2,0,2.00166805671393
8271,Air India,24/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,19:15,2 stops,No info,9548,7,5,2.6707163803938
8272,Air India,15/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:50,15:15,1 stop,No info,8714,6,5,2.51319715400505
8273,Vistara,12/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,20:20 13 Jun,1 stop,No info,8085,27,0,12.0222634508349
8274,Jet Airways,3/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,04:25 04 Jun,2 stops,In-flight meal not included,10368,8,5,2.80671296296296
8275,Air India,27/06/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,07:05,09:25 28 Jun,2 stops,No info,10975,26,0,8.52847380410023
8276,Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,21:00,1 stop,No info,7670,13,0,6.10169491525424
8277,Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,18:00,01:30 16 May,1 stop,No info,8073,7,0,3.12151616499443
8278,Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,22:55,10:45 13 Mar,1 stop,No info,13817,11,0,2.86603459506405
8279,IndiGo,9/04/2019,Kolkata,Banglore,CCU ? HYD ? BLR,19:20,23:45,1 stop,No info,3574,4,5,4.11303861219922
8280,Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,21:50,04:25 10 May,1 stop,No info,15554,6,5,1.40799794265141
8281,Air India,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,21:00,19:15 28 Mar,1 stop,No info,6692,22,5,11.8798565451285
8282,SpiceJet,15/06/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,00:15 16 Jun,non-stop,No check-in baggage included,1965,1,0,1.83206106870229
8283,IndiGo,24/06/2019,Mumbai,Hyderabad,BOM ? HYD,20:05,21:40,non-stop,No info,2227,1,5,1.75123484508307
8284,IndiGo,9/06/2019,Chennai,Kolkata,MAA ? CCU,14:45,17:05,non-stop,No info,3597,2,0,2.00166805671393
8285,Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,04:25 07 Jun,1 stop,No info,14714,14,5,3.44569797471796
8286,SpiceJet,9/03/2019,Kolkata,Banglore,CCU ? BLR,17:15,19:45,non-stop,No info,4622,2,0,1.55776720034617
8287,Jet Airways,1/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 02 May,2 stops,No info,15129,22,5,5.25480864564743
8288,IndiGo,15/06/2019,Chennai,Kolkata,MAA ? CCU,22:05,00:25 16 Jun,non-stop,No info,5277,2,0,1.36441159749858
8289,Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,18:50,1 stop,No info,11667,9,0,2.77706351247107
8290,Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,19:10 10 Jun,1 stop,In-flight meal not included,10539,26,0,8.88129803586678
8291,Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,14:25 10 May,1 stop,No info,11467,18,0,5.65099851748496
8292,Air India,12/06/2019,Delhi,Cochin,DEL ? MAA ? COK,17:20,09:25 13 Jun,1 stop,No info,7480,16,5,7.74064171122995
8293,GoAir,24/04/2019,Banglore,Delhi,BLR ? DEL,20:55,23:40,non-stop,No info,3419,2,5,2.19362386662767
8294,IndiGo,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,01:30 28 Jun,1 stop,No info,5684,14,5,8.91977480647431
8295,IndiGo,12/06/2019,Kolkata,Banglore,CCU ? NAG ? BLR,18:05,23:30,1 stop,No info,6218,5,5,2.94306851077517
8296,Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,04:40 13 Jun,1 stop,In-flight meal not included,6959,8,0,4.1385256502371
8297,Vistara,12/06/2019,Banglore,Delhi,BLR ? DEL,19:30,22:15,non-stop,No info,4878,2,5,1.53751537515375
8298,Air India,1/04/2019,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,07:00,05:25 02 Apr,2 stops,No info,12219,22,5,6.50626074146821
8299,Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,09:45 22 May,1 stop,In-flight meal not included,12384,13,0,3.77906976744186
8300,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? COK,11:00,14:15,non-stop,In-flight meal not included,7202,3,5,1.54123854484865
8301,SpiceJet,1/06/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,non-stop,No info,4174,2,0,1.72496406324868
8302,Air India,12/05/2019,Mumbai,Hyderabad,BOM ? HYD,15:00,16:25,non-stop,No info,3100,1,5,1.25806451612903
8303,Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:55,15:15,1 stop,In-flight meal not included,7832,6,0,2.75791624106231
8304,Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? HYD ? COK,14:55,22:30,1 stop,No info,6723,7,5,3.79294957608211
8305,Air India,6/06/2019,Kolkata,Banglore,CCU ? JAI ? BOM ? BLR,08:20,07:55 07 Jun,2 stops,No info,10697,23,5,7.7685332336169
8306,SpiceJet,1/06/2019,Kolkata,Banglore,CCU ? BLR,22:20,00:40 02 Jun,non-stop,No check-in baggage included,3841,2,0,1.87451184587347
8307,Air India,1/04/2019,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,12:00 02 Apr,2 stops,No info,9920,19,5,6.92540322580645
8308,IndiGo,01/03/2019,Banglore,New Delhi,BLR ? DEL,18:25,21:20,non-stop,No info,12649,2,5,0.592932247608507
8309,IndiGo,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,21:00,1 stop,No info,6093,9,5,5.36681437715411
8310,Jet Airways,27/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 28 May,2 stops,No info,15129,22,5,5.25480864564743
8311,Jet Airways,27/04/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,non-stop,In-flight meal not included,4544,3,0,2.37676056338028
8312,Air India,27/03/2019,Kolkata,Banglore,CCU ? BLR,14:15,16:45,non-stop,No info,5170,2,0,1.3926499032882
8313,IndiGo,9/06/2019,Mumbai,Hyderabad,BOM ? HYD,02:35,04:05,non-stop,No info,2754,1,0,1.30718954248366
8314,Air India,12/06/2019,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,non-stop,No info,3100,1,0,1.16129032258065
8315,Air India,1/04/2019,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,23:15 02 Apr,2 stops,No info,9237,30,0,11.6921078272166
8316,Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,01:30 16 Jun,1 stop,No info,7198,12,0,6.00166712975827
8317,Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,12:35 02 Jun,1 stop,In-flight meal not included,10262,25,5,8.79945429740791
8318,SpiceJet,27/03/2019,Delhi,Cochin,DEL ? MAA ? COK,15:55,21:55,1 stop,No info,5111,6,0,4.22617882997457
8319,Air India,27/06/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,19:15 28 Jun,2 stops,No info,10441,21,5,7.26941863806149
